NHM specimen number,Image filename,View,Species,Subspecies,Sex,Additional taxonomic information (from specimen labels),Type Status,Hybrid status of additional taxonomic information,Included in reduced dataset,Locality,Locality latitude,Locality longitude
10429188,10429188_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Revantazon (Rio) CRI LI,10.16069444,-83.501975
10428753,10428753_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,,subspecies synonym,1,Onaca COL MA,11.18333333,-74.06666667
10428966,10428966_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Ayutla - Tierra Colorada MEX GU,16.99134167,-99.15629444
10427997,10427997_V_lowres.tif,ventral,melpomene,rosina,female,rosina,,valid subspecies,1,Lino PAN CQ,8.8,-82.43333333
10428731,10428731_D_lowres.tif,dorsal,erato,hydara,male,ab._tristis,,hybrid,0,Rey Isla del PAN PA,8.355436111,-78.90127778
10427982,10427982_D_lowres.tif,dorsal,melpomene,rosina,female,rosina,,valid subspecies,1,Chontales NIC CH,10.75,-84.25
10428134,10428134_V_lowres.tif,ventral,melpomene,amaryllis,female,melpophylla_hyb.,HT,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428160,10428160_V_lowres.tif,ventral,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Topo Rio ECD TU,-1.4166666669999999,-78.16666667
10428862,10428862_D_lowres.tif,dorsal,erato,cyrbia,male,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10429093,10429093_D_lowres.tif,dorsal,erato,luscombei,female,luscombei,PT,valid subspecies,1,Quincemil PER CU,-13.23333333,-70.76666667
10428851,10428851_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,Juntas Rio BOL SC,-17.3,-64.3
10428586,10428586_V_lowres.tif,ventral,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Asuncion PAR CE,-25.26666667,-57.66666667
10427978,10427978_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Sixaola Rio CRI LI,9.556530556,-82.73621389
10429133,10429133_D_lowres.tif,dorsal,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Sao Paulo de Olivenca BRA AM,-3.4666666669999997,-68.95
10429032,10429032_V_lowres.tif,ventral,erato,notabilis,male,radiata_hyb.,,hybrid,0,Jibaria ECD,-1.9333333330000002,-77.78333333
10427991,10427991_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Lino PAN CQ,8.8,-82.43333333
10428322,10428322_D_lowres.tif,dorsal,melpomene,nanna,male,nanna,ST,valid subspecies,1,Espirito Santo BRA ES,-20.33333333,-40.28333333
10429075,10429075_D_lowres.tif,dorsal,erato,etylus,female,f._etylus,,subspecies synonym,1,San Pablo Rio S. Juan COL CH,5.216666667,-76.65
10427980,10427980_V_lowres.tif,ventral,melpomene,rosina,male,rosina,,valid subspecies,1,Peralta CRI CA,9.966666667,-83.61666667
10428743,10428743_V_lowres.tif,ventral,erato,hydara,male,ab._tristis,,hybrid,0,Lino PAN CQ,8.8,-82.43333333
10428126,10428126_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Cajon PER CU,-13.06666667,-71.55
10428311,10428311_V_lowres.tif,ventral,melpomene,burchelli,male,f._curvifascia_hyb.,,hybrid,0,Colombia COUNTRY,,
10429025,10429025_D_lowres.tif,dorsal,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Quirigua GUA,15.31638889,-89.08305556
10428584,10428584_D_lowres.tif,dorsal,erato,phyllis,female,f._diffluens,ST,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10429118,10429118_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Yungas de La Paz BOL LP,-16.33333333,-66.75
10428071,10428071_D_lowres.tif,dorsal,melpomene,cythera,female,cythera,,valid subspecies,1,Loja environs ECD LO,-4.066666667,-79.2
10429171,10429171_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Bluefields NIC ZS,12.01666667,-83.76666667
10427999,10427999_D_lowres.tif,dorsal,melpomene,rosina,female,rosina,,valid subspecies,1,Chiriqui PAN CQ,8.383333333,-82.33333333
10428192,10428192_V_lowres.tif,ventral,melpomene,plesseni,male,unimaculata,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428927,10428927_D_lowres.tif,dorsal,erato,cyrbia,female,f._cyrbia,,subspecies synonym,1,Santa Ana Maria ECD LR,-1.5833333330000001,-77.75
10429241,10429241_V_lowres.tif,ventral,erato,demophoon,male,demophoon,,valid subspecies,1,Bogota  COL CN,4.339611111,-74.36422222
10428118,10428118_V_lowres.tif,ventral,melpomene,amaryllis,male,amaryllis,,valid subspecies,0,Chazuta PER SM,-6.566666667000001,-76.13333333
10428526,10428526_V_lowres.tif,ventral,erato,phyllis,male,amatus,,hybrid,0,Grande Rio BOL,-17.25,-62.75
10428727,10428727_D_lowres.tif,dorsal,erato,hydara,male,ab._tristis,,hybrid,0,Lion Hill PAN CN,9.233333333,-79.9
10428394,10428394_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._collis,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428152,10428152_V_lowres.tif,ventral,melpomene,plesseni,female,f._rubicunda,ST,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429141,10429141_D_lowres.tif,dorsal,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Surinam  COUNTRY,,
10428853,10428853_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,Choco COL CC,3.5,-77.33333333
10429031,10429031_D_lowres.tif,dorsal,erato,notabilis,male,radiata_hyb.,,hybrid,0,Pastaza Rio Upper ECD,-1.25,-78.25
10428600,10428600_D_lowres.tif,dorsal,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Iguazu Falls ARG MI,-25.68333333,-54.43333333
10428347,10428347_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,f._thelxiopeia,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10429021,10429021_V_lowres.tif,ventral,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Jurua Rio BRA ??,-1.5833333330000001,-77.75
10428202,10428202_V_lowres.tif,ventral,melpomene,malleti,male,f._adonides_hyb.,,hybrid,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10429251,10429251_D_lowres.tif,dorsal,erato,demophoon,female,demophoon,,valid subspecies,1,,,
10428938,10428938_D_lowres.tif,dorsal,erato,microclea,male,f._microclea,,subspecies synonym,1,San Remon PER,-11.13333333,-75.35
10428090,10428090_V_lowres.tif,ventral,melpomene,xenoclea,male,batesi,ST,subspecies synonym,1,Bolivia COUNTRY,,
10428811,10428811_V_lowres.tif,ventral,erato,hydara,female,hydara,,valid subspecies,1,Negro Rio COL,,
10428492,10428492_V_lowres.tif,ventral,erato,phyllis,male,f._anaitis_hyb.,,hybrid,0,Ecuador  COUNTRY,,
10429130,10429130_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,ST,subspecies synonym,1,Boa Vista - Rio Maderia BRA AM,-5.1,-60.4
10428789,10428789_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Honda COL TO,5.2,-74.75
10429020,10429020_D_lowres.tif,dorsal,erato,notabilis,female,f._notabilis,,subspecies synonym,1,Puerto Berrio; Magdalena Valley COL AN,6.533333333,-74.4
10429240,10429240_V_lowres.tif,ventral,erato,demophoon,male,demophoon,,valid subspecies,1,Cananche COL BY,5.588333333,-74.28611111
10429185,10429185_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Villavicencio COL,4.15,-73.63333333
10428316,10428316_D_lowres.tif,dorsal,melpomene,nanna,male,nanna,,valid subspecies,1,Pernambuco (=Recife) BRA PE,-8.783333333,-37.7
10429157,10429157_D_lowres.tif,dorsal,erato,petiverana,male,petiverana,,valid subspecies,1,Ucayali Rio PER,-4.466666667,-73.51666667
10428709,10428709_D_lowres.tif,dorsal,erato,erato,male,f._fuliginosa,ST,subspecies synonym,1,Berg - en - Dal SUR BR,5.15,-55.06666667
10428170,10428170_D_lowres.tif,dorsal,melpomene,plesseni,male,f._pura,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428177,10428177_V_lowres.tif,ventral,melpomene,plesseni,male,f._pura,,subspecies synonym,0,Alpayacu ECD PA,-1.466666667,-78.11666667
10428471,10428471_V_lowres.tif,ventral,melpomene,vulcanus,female,f._fumosa_hyb.,,hybrid,0,Cuyaba- Coramba River system BRA MG,-17.316667000000002,-56.7
10428776,10428776_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Chiquinla Rio COL EC,10.7,-73.35
10429134,10429134_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,Scuma PER ??,-1.5833333330000001,-77.75
10428463,10428463_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,El Campano COL MA,11.11432222,-74.09986111
10428571,10428571_D_lowres.tif,dorsal,erato,phyllis,male,f._diffluens,HT/ST,subspecies synonym,1,Guayaquil ECD,-2.166666667,-79.96666667
10428399,10428399_V_lowres.tif,ventral,melpomene,melpomene,male,ab._collis,HT,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428747,10428747_V_lowres.tif,ventral,erato,hydara,female,ab._tristis,,hybrid,0,Jurua Alto BRA AC,,
10428757,10428757_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Guachaca Rio COL MA,11.25,-73.81666667
10428890,10428890_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10428173,10428173_V_lowres.tif,ventral,melpomene,plesseni,female,f._pura,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429084,10429084_V_lowres.tif,ventral,erato,emma,female,emma,ST,valid subspecies,1,Archidona ECD NA,-1.5833333330000001,-77.75
10428619,10428619_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Chapada BRA MO,-15.45,-55.78333333
10428828,10428828_V_lowres.tif,ventral,erato,hydara,male,f._hydara,,subspecies synonym,1,Rio Cocoyal (=Cocollar) VEN SU,10.35833333,-63.95833333
10428232,10428232_D_lowres.tif,dorsal,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Canelos ECD PA,-1.5833333330000001,-77.75
10429244,10429244_D_lowres.tif,dorsal,erato,colombina,male,var._antigona,HT,subspecies synonym,1,Yahuarmayo PER,-13.3,-70.3
10428034,10428034_D_lowres.tif,dorsal,melpomene,cythera,female,ab._modesta,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10429060,10429060_V_lowres.tif,ventral,erato,etylus,female,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428372,10428372_V_lowres.tif,ventral,melpomene,melpomene,female,f._melpomene,,subspecies synonym,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428696,10428696_D_lowres.tif,dorsal,erato,hydara,male,hydara,,valid subspecies,0,Obidos BRA PA,-1.9,-55.51666667
10428868,10428868_V_lowres.tif,ventral,erato,cyrbia,female,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428917,10428917_D_lowres.tif,dorsal,erato,cyrbia,male,f._cyrbia,,subspecies synonym,1,no data,,
10429200,10429200_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Guapiles CRI LI,10.21666667,-83.76666667
10428276,10428276_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Huancabamba PER PA,-10.38333333,-75.55
10429164,10429164_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,"V.de Sta. Maria, Pacific Slope GUA",,
10429006,10429006_V_lowres.tif,ventral,erato,favorinusxlativitta,female,favorinus_x_lativitta_hyb.,,hybrid,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10428593,10428593_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Guazacapan GUA,14.06666667,-90.41666667
10429005,10429005_V_lowres.tif,ventral,erato,favorinusxlativitta,male,favorinus_x_lativitta_hyb.,,hybrid,0,Yumbatos PER SM,-6.316666667000001,-76.28333333
10428339,10428339_V_lowres.tif,ventral,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Laurent du Maroni FRG LM,5.5,-54.03333333
10428351,10428351_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,f._thelxiopeia,,subspecies synonym,1,Godebert - Maroni FRG,5.516666667000001,-53.96666667
10428130,10428130_D_lowres.tif,dorsal,melpomene,amaryllis,male,melpophylla_hyb.,,hybrid,0,Huambo PER AM,-6.566666667000001,-77.38333333
10428453,10428453_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_hyb.,,hybrid,0,Botero COL AN,6.533333333,-75.25
10429027,10429027_D_lowres.tif,dorsal,erato,notabilis,male,f._rosacea_hyb.,,hybrid,0,Quirigua GUA,15.31638889,-89.08305556
10428482,10428482_D_lowres.tif,dorsal,melpomene,vulcanus,male,f._fumosa_part.,,hybrid,0,Ecuador  COUNTRY,,
10428025,10428025_V_lowres.tif,ventral,melpomene,vulcanus,female,vulcanus,,valid subspecies,0,San Juan Rio COL CH,5.216666667,-76.65
10428233,10428233_V_lowres.tif,ventral,melpomene,aglaope,male,f._aglaope,,subspecies synonym,1,Napo ECD NA,-1.5833333330000001,-77.75
10428397,10428397_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._collis,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428698,10428698_V_lowres.tif,ventral,erato,amalfreda,male,ab._cybelellus,,hybrid,0,Obidos BRA PA,-1.9,-55.51666667
10428847,10428847_D_lowres.tif,dorsal,erato,venus,male,venus,,valid subspecies,1,San Pablo COL CH,5.216666667,-76.65
10428409,10428409_V_lowres.tif,ventral,melpomene,melpomene,male,f._melpomene,,subspecies synonym,1,Corosal BEL,18.38333333,-88.38333333
10428804,10428804_D_lowres.tif,dorsal,erato,guarica,female,guarica,,valid subspecies,1,Bogota - Pandi COL CN,4.339611111,-74.36422222
10428671,10428671_V_lowres.tif,ventral,erato,erato,male,tellus_hyb.,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428866,10428866_V_lowres.tif,ventral,erato,cyrbia,female,ab._diformata_hyb.,,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10429234,10429234_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Coiba Isla PAN VE,7.516666667000001,-81.71666667
10428842,10428842_D_lowres.tif,dorsal,erato,venus,male,venus,,valid subspecies,1,Bella Vista COL CH,6.523611111,-76.97444444
10428831,10428831_D_lowres.tif,dorsal,erato,hydara,male,var._viculata_hyb.,ST,hybrid,0,Puerto Cabello VEN CA,10.46666667,-68.01666667
10428986,10428986_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Pastaza ECD ,-1.538391667,-78.06732222
10428780,10428780_V_lowres.tif,ventral,erato,hydara,female,f._hydara,,subspecies synonym,1,Villavicencio - Mt Redondo COL ME,4.200533333,-73.782775
10428517,10428517_V_lowres.tif,ventral,erato,phyllis,male,f._athene_hyb.,,hybrid,0,Ecuador  COUNTRY,,
10427990,10427990_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Veraguas PAN VE,8.866666667,-80.9
10429124,10429124_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Surinam  COUNTRY,,
10429037,10429037_D_lowres.tif,dorsal,erato,notabilis,male,f._beata,,hybrid,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10427992,10427992_D_lowres.tif,dorsal,melpomene,rosina,male,rosina,,valid subspecies,1,Bugaba PAN CQ,8.483333333,-82.61666667
10428337,10428337_D_lowres.tif,dorsal,melpomene,thelxiopeia,male,thelxiopeia,,valid subspecies,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10428067,10428067_V_lowres.tif,ventral,melpomene,cythera,female,cythera,,valid subspecies,1,Bolivia COUNTRY,,
10428247,10428247_D_lowres.tif,dorsal,melpomene,schunkei,male,ab._rubra,,subspecies synonym,1,Inambari PER PU,14.06666667,-90.41666667
10429000,10429000_D_lowres.tif,dorsal,erato,favorinus,male,favorinus,,valid subspecies,1,Tarapoto PER SM,-6.483333332999999,-76.36666667
10428651,10428651_D_lowres.tif,dorsal,erato,amalfreda,female,ab._leda_hyb,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10429077,10429077_V_lowres.tif,ventral,erato,emma,male,emma,,valid subspecies,1,Lago Agrio ECD SU,-1.5833333330000001,-77.75
10428197,10428197_D_lowres.tif,dorsal,melpomene,malleti,male,malleti,,valid subspecies,1,Canelos ECD PA,-1.5833333330000001,-77.75
10428090,10428090_D_lowres.tif,dorsal,melpomene,xenoclea,male,batesi,ST,subspecies synonym,1,Bolivia COUNTRY,,
10428849,10428849_D_lowres.tif,dorsal,erato,venus,female,venus,,valid subspecies,1,El Tigre COL CH,4.95,-76.51666667
10428717,10428717_V_lowres.tif,ventral,erato,erato,male,ab._constricta,,hybrid,0,Juan Vinas CRI,9.9,-83.73333333
10428376,10428376_D_lowres.tif,dorsal,melpomene,melpomene,female,ab._atrosecta,,subspecies synonym,1,St Jean du Maroni FRG LM,5.4,-54.08333333
10429234,10429234_V_lowres.tif,ventral,erato,petiverana,female,petiverana,,valid subspecies,1,Coiba Isla PAN VE,7.516666667000001,-81.71666667
10428294,10428294_V_lowres.tif,ventral,melpomene,amandus,male,nr._aphrodyte_hyb.,,hybrid,0,Sara Prov BOL SC,-16.83333333,-63.91666667
10428395,10428395_D_lowres.tif,dorsal,melpomene,melpomene,male,ab._collis,,hybrid,0,Nouveau Chantier FRG LM,5.55,-53.93333333
10428215,10428215_V_lowres.tif,ventral,melpomene,ecuadorensis,male,ecuadorensis,,valid subspecies,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428721,10428721_V_lowres.tif,ventral,erato,erato,female,f._fuliginosa,ST,subspecies synonym,1,Berg - en - Dal SUR BR,5.15,-55.06666667
10428635,10428635_V_lowres.tif,ventral,erato,phyllis,female,f._phyllis,,subspecies synonym,1,Guyana  COUNTRY,,
10428225,10428225_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,1,Tena ECD NA,-1.5833333330000001,-77.75
10428796,10428796_D_lowres.tif,dorsal,erato,hydara,male,f._hydara,HT,subspecies synonym,1,Maranon Rio PER ,-4.433333333,-73.45
10428550,10428550_V_lowres.tif,ventral,erato,venustus,male,ab._Ottonis,,hybrid,0,Ecuador  COUNTRY,,
10428758,10428758_D_lowres.tif,dorsal,erato,hydara,female,f._hydara,,subspecies synonym,1,Santa Marta COL MA,11.25,-74.23333333
10429122,10429122_V_lowres.tif,ventral,erato,lativitta,male,f._lativitta,,subspecies synonym,1,Fonte Boa BRA AM,-2.516666667,-66.08333333
10429176,10429176_V_lowres.tif,ventral,erato,petiverana,male,petiverana,,valid subspecies,1,Zarayaquilio ECD,-1.5833333330000001,-77.75
10429140,10429140_V_lowres.tif,ventral,erato,lativitta,female,f._lativitta,,subspecies synonym,1,San Antonio falls above Rio Madeira BRA RO,-8.866666667,-64.05
10428327,10428327_D_lowres.tif,dorsal,melpomene,nanna,female,nanna,,valid subspecies,1,Espirito Santo BRA ES,-20.33333333,-40.28333333
10428105,10428105_V_lowres.tif,ventral,melpomene,xenoclea,male,f._xenoclea,,subspecies synonym,1,Bolivia COUNTRY,,
10428209,10428209_V_lowres.tif,ventral,melpomene,malleti,male,f._isolda_hyb.,,hybrid,0,Canelos ECD PA,-1.5833333330000001,-77.75
10428499,10428499_V_lowres.tif,ventral,erato,phyllis,male,f._phyllidis,,subspecies synonym,1,Santa Cruz de la Sierra BOL SC,-17.8,-63.16666667
10428803,10428803_V_lowres.tif,ventral,erato,guarica,female,guarica,,valid subspecies,1,Fusagasuga COL CN,4.35,-74.36666667
10429058,10429058_V_lowres.tif,ventral,erato,etylus,male,ab._insignis_hyb.,,hybrid,0,Zamora ECD ZC,-4.066666667,-78.96666667
10428349,10428349_D_lowres.tif,dorsal,melpomene,thelxiopeia,female,f._thelxiopeia,,subspecies synonym,1,Bas Maroni FRG LM,5.25,-54.25
10428401,10428401_V_lowres.tif,ventral,melpomene,melpomene,female,ab._collis,,hybrid,0,St Jean du Maroni FRG LM,5.4,-54.08333333
10428602,10428602_D_lowres.tif,dorsal,erato,phyllis,male,f._phyllis,,subspecies synonym,1,Posadas ARG MI,-27.38333333,-55.88333333
10428294,10428294_D_lowres.tif,dorsal,melpomene,amandus,male,nr._aphrodyte_hyb.,,hybrid,0,Sara Prov BOL SC,-16.83333333,-63.91666667
10429215,10429215_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Veraguas PAN VE,8.866666667,-80.9
10428160,10428160_D_lowres.tif,dorsal,melpomene,plesseni,male,f._corona,,subspecies synonym,1,Topo Rio ECD TU,-1.4166666669999999,-78.16666667
10428480,10428480_V_lowres.tif,ventral,melpomene,vulcanus,male,f._fumosa_part.,,hybrid,0,Chili Rio COL TO,4.119722222,-75.25944444
10428996,10428996_V_lowres.tif,ventral,erato,emma,male,f._agnata_hyb.,,hybrid,0,Pichis Road PER PA,-10.25,-74.75
10428041,10428041_D_lowres.tif,dorsal,melpomene,cythera,male,vulcanus_sticheli,ST,hybrid,0,Paramba ECD IM,0.816666667,-78.35
10428527,10428527_D_lowres.tif,dorsal,erato,phyllis,male,amatus,,hybrid,0,Ecuador  COUNTRY,,
10428959,10428959_D_lowres.tif,dorsal,erato,petiverana,female,petiverana,,valid subspecies,1,Ticul MEX YU,20.4,-89.53333333
10428712,10428712_D_lowres.tif,dorsal,erato,erato,male,f._fuliginosa,,subspecies synonym,1,Saramacca River SUR BR,5.25,-55.25
10428219,10428219_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,1,Zamora ECD ZC,-4.066666667,-78.96666667
10428190,10428190_D_lowres.tif,dorsal,melpomene,plesseni,male,plesseni,,valid subspecies,0,Balzapamba ECD BO,-1.783333333,-79.16666667
10428573,10428573_D_lowres.tif,dorsal,erato,amphitrite,male,f._sperata_hyb.,ST,hybrid,0,Guayaquil ECD,-2.166666667,-79.96666667
10428108,10428108_D_lowres.tif,dorsal,melpomene,xenoclea,male,var._superba_hyb.,HT,hybrid,0,Colorado Rio PER JU,-10.96083333,-75.315
10428671,10428671_D_lowres.tif,dorsal,erato,erato,male,tellus_hyb.,,hybrid,0,Bas Maroni FRG LM,5.25,-54.25
10428303,10428303_V_lowres.tif,ventral,melpomene,burchelli,male,burchelli,,valid subspecies,0,Maranham BRA MH,-2.52972,-44.30278
10428803,10428803_D_lowres.tif,dorsal,erato,guarica,female,guarica,,valid subspecies,1,Fusagasuga COL CN,4.35,-74.36666667
10428221,10428221_D_lowres.tif,dorsal,melpomene,ecuadorensis,male,f._ecuadorensis,,subspecies synonym,0,Canelos ECD PA,-1.5833333330000001,-77.75
